2025-07-03 20:23:14 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:43:02 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
2025-07-03 20:43:02 [    INFO] game_sys.config:118 | Loading configuration files
2025-07-03 20:43:02 [ WARNING] game_sys.config:74 | Config file not found: c:\Users\bkill\Documents\GitHub\Shit\game_sys\config\settings.json
2025-07-03 20:43:02 [    INFO] game_sys.config:127 | Configuration validation successful
2025-07-03 20:43:02 [    INFO] game_sys.config:134 | Configuration loaded with 7 top-level keys
2025-07-03 20:43:02 [    INFO] game_sys.config:55 | ConfigManager initialization complete
2025-07-03 20:43:02 [    INFO] game_sys.magic:19 | Loading combos from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\combos.json
2025-07-03 20:43:02 [    INFO] game_sys.magic:24 | Loaded 1 spell combos
2025-07-03 20:43:02 [    INFO] game_sys.magic:14 | Loaded 2 spells from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\spells.json
2025-07-03 20:43:02 [    INFO] game_sys.items:19 | Loaded 13 items from c:\Users\bkill\Documents\GitHub\Shit\game_sys\items\data\items.json
2025-07-03 20:43:02 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:02 [    INFO] game_sys.combat:31 | TurnManager initialized
2025-07-03 20:43:02 [   ERROR] console:1028 | Starting demo application...
2025-07-03 20:43:02 [    INFO] simple_demo:38 | Initializing Simple Game Demo
2025-07-03 20:43:02 [    INFO] simple_demo:55 | Setting up tabbed UI
2025-07-03 20:43:02 [    INFO] simple_demo:207 | Setting up game state
2025-07-03 20:43:02 [    INFO] game_sys.character:14 | Creating character from template: hero
2025-07-03 20:43:02 [    INFO] game_sys.character:62 | Creating actor: Valiant Hero
2025-07-03 20:43:02 [    INFO] game_sys.inventory:17 | Initialized inventory for Valiant Hero with max size 20
2025-07-03 20:43:02 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:02 [    INFO] game_sys.combat:39 | Registered actor Valiant Hero with TurnManager
2025-07-03 20:43:02 [    INFO] game_sys.character:21 | Loaded 4 job definitions
2025-07-03 20:43:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:02 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:43:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:43:02 [    INFO] game_sys.character:698 | Initialized Player Valiant Hero with commoner job
2025-07-03 20:43:02 [    INFO] game_sys.character:68 | Created player: Valiant Hero
2025-07-03 20:43:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:02 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:43:02 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:43:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:43:02 [    INFO] simple_demo:212 | Created player: Valiant Hero
2025-07-03 20:43:02 [    INFO] simple_demo:203 | Welcome, Valiant Hero!
2025-07-03 20:43:02 [    INFO] game_sys.character:14 | Creating character from template: goblin
2025-07-03 20:43:02 [    INFO] game_sys.character:62 | Creating actor: Forest Goblin
2025-07-03 20:43:02 [    INFO] game_sys.inventory:17 | Initialized inventory for Forest Goblin with max size 20
2025-07-03 20:43:02 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:02 [    INFO] game_sys.combat:39 | Registered actor Forest Goblin with TurnManager
2025-07-03 20:43:02 [    INFO] game_sys.character:54 | Created enemy: Forest Goblin
2025-07-03 20:43:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Forest Goblin
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:02 [    INFO] game_sys.character:442 | Forest Goblin equipped weapon wooden_stick.
2025-07-03 20:43:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Forest Goblin successfully
2025-07-03 20:43:02 [    INFO] simple_demo:222 | Created enemy: Forest Goblin
2025-07-03 20:43:02 [    INFO] simple_demo:203 | A Forest Goblin appears!
2025-07-03 20:43:02 [    INFO] simple_demo:51 | Demo initialized
2025-07-03 20:43:02 [    INFO] simple_demo:628 | Starting demo
2025-07-03 20:43:17 [    INFO] simple_demo:635 | Demo ended
2025-07-03 20:43:54 [    INFO] game_sys.hooks:50 | Hooks system initialized
2025-07-03 20:43:54 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
2025-07-03 20:43:54 [    INFO] game_sys.config:118 | Loading configuration files
2025-07-03 20:43:54 [ WARNING] game_sys.config:74 | Config file not found: c:\Users\bkill\Documents\GitHub\Shit\game_sys\config\settings.json
2025-07-03 20:43:54 [    INFO] game_sys.config:127 | Configuration validation successful
2025-07-03 20:43:54 [    INFO] game_sys.config:134 | Configuration loaded with 7 top-level keys
2025-07-03 20:43:54 [    INFO] game_sys.config:55 | ConfigManager initialization complete
2025-07-03 20:43:54 [    INFO] game_sys.magic:19 | Loading combos from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\combos.json
2025-07-03 20:43:54 [    INFO] game_sys.magic:24 | Loaded 1 spell combos
2025-07-03 20:43:54 [    INFO] game_sys.magic:14 | Loaded 2 spells from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\spells.json
2025-07-03 20:43:54 [    INFO] game_sys.items:19 | Loaded 13 items from c:\Users\bkill\Documents\GitHub\Shit\game_sys\items\data\items.json
2025-07-03 20:43:54 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:54 [    INFO] game_sys.combat:31 | TurnManager initialized
2025-07-03 20:43:54 [   ERROR] console:1032 | Starting demo application...
2025-07-03 20:43:54 [    INFO] simple_demo:38 | Initializing Simple Game Demo
2025-07-03 20:43:54 [    INFO] simple_demo:55 | Setting up tabbed UI
2025-07-03 20:43:54 [    INFO] simple_demo:207 | Setting up game state
2025-07-03 20:43:54 [    INFO] game_sys.character:14 | Creating character from template: hero
2025-07-03 20:43:54 [    INFO] game_sys.character:62 | Creating actor: Valiant Hero
2025-07-03 20:43:54 [    INFO] game_sys.inventory:17 | Initialized inventory for Valiant Hero with max size 20
2025-07-03 20:43:54 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:54 [    INFO] game_sys.combat:39 | Registered actor Valiant Hero with TurnManager
2025-07-03 20:43:54 [    INFO] game_sys.character:21 | Loaded 4 job definitions
2025-07-03 20:43:54 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:54 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:43:54 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:43:54 [    INFO] game_sys.character:698 | Initialized Player Valiant Hero with commoner job
2025-07-03 20:43:54 [    INFO] game_sys.character:68 | Created player: Valiant Hero
2025-07-03 20:43:54 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:54 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:43:54 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:43:54 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:43:54 [    INFO] simple_demo:212 | Created player: Valiant Hero
2025-07-03 20:43:54 [    INFO] simple_demo:203 | Welcome, Valiant Hero!
2025-07-03 20:43:54 [    INFO] game_sys.character:14 | Creating character from template: goblin
2025-07-03 20:43:54 [    INFO] game_sys.character:62 | Creating actor: Forest Goblin
2025-07-03 20:43:54 [    INFO] game_sys.inventory:17 | Initialized inventory for Forest Goblin with max size 20
2025-07-03 20:43:54 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:43:54 [    INFO] game_sys.combat:39 | Registered actor Forest Goblin with TurnManager
2025-07-03 20:43:54 [    INFO] game_sys.character:54 | Created enemy: Forest Goblin
2025-07-03 20:43:54 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Forest Goblin
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:43:54 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:43:54 [    INFO] game_sys.character:442 | Forest Goblin equipped weapon wooden_stick.
2025-07-03 20:43:54 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Forest Goblin successfully
2025-07-03 20:43:54 [    INFO] simple_demo:222 | Created enemy: Forest Goblin
2025-07-03 20:43:54 [    INFO] simple_demo:203 | A Forest Goblin appears!
2025-07-03 20:43:54 [    INFO] simple_demo:51 | Demo initialized
2025-07-03 20:43:54 [    INFO] simple_demo:628 | Starting demo
2025-07-03 20:43:59 [    INFO] simple_demo:203 | Please select an item to create from the available items list
2025-07-03 20:44:01 [    INFO] game_sys.effects:33 | Created heal effect with params: {'amount': 50}
2025-07-03 20:44:01 [    INFO] game_sys.items:53 | Successfully created item 'potion_health'
2025-07-03 20:44:01 [    INFO] game_sys.inventory:31 | Added Health Potion to Valiant Hero's inventory
2025-07-03 20:44:01 [    INFO] simple_demo:203 | Created and added Health Potion to inventory!
2025-07-03 20:44:04 [    INFO] simple_demo:203 | Used Health Potion! (simulated)
2025-07-03 20:44:06 [    INFO] simple_demo:203 | Please select an item to equip
2025-07-03 20:44:09 [    INFO] simple_demo:203 | Please select an item to use
2025-07-03 20:44:09 [    INFO] simple_demo:203 | Please select an item to drop
2025-07-03 20:44:11 [    INFO] game_sys.inventory:42 | Removed Health Potion from Valiant Hero's inventory
2025-07-03 20:44:11 [    INFO] simple_demo:203 | Dropped Health Potion
2025-07-03 20:44:13 [    INFO] game_sys.items:53 | Successfully created item 'wooden_shield'
2025-07-03 20:44:13 [    INFO] game_sys.inventory:31 | Added Wooden Shield to Valiant Hero's inventory
2025-07-03 20:44:13 [    INFO] simple_demo:203 | Created and added Wooden Shield to inventory!
2025-07-03 20:44:14 [    INFO] game_sys.effects:33 | Created heal effect with params: {'amount': 50}
2025-07-03 20:44:14 [    INFO] game_sys.items:53 | Successfully created item 'potion_health'
2025-07-03 20:44:14 [    INFO] game_sys.inventory:31 | Added Health Potion to Valiant Hero's inventory
2025-07-03 20:44:14 [    INFO] simple_demo:203 | Created and added Health Potion to inventory!
2025-07-03 20:44:14 [    INFO] game_sys.items:53 | Successfully created item 'wooden_shield'
2025-07-03 20:44:14 [    INFO] game_sys.inventory:31 | Added Wooden Shield to Valiant Hero's inventory
2025-07-03 20:44:14 [    INFO] simple_demo:203 | Created and added Wooden Shield to inventory!
2025-07-03 20:44:16 [    INFO] simple_demo:203 | Please select an item to drop
2025-07-03 20:44:16 [    INFO] simple_demo:203 | Please select an item to drop
2025-07-03 20:44:17 [    INFO] game_sys.inventory:42 | Removed Health Potion from Valiant Hero's inventory
2025-07-03 20:44:17 [    INFO] simple_demo:203 | Dropped Health Potion
2025-07-03 20:44:19 [    INFO] game_sys.inventory:42 | Removed Wooden Shield from Valiant Hero's inventory
2025-07-03 20:44:19 [    INFO] simple_demo:203 | Dropped Wooden Shield
2025-07-03 20:44:22 [    INFO] game_sys.inventory:42 | Removed Wooden Shield from Valiant Hero's inventory
2025-07-03 20:44:22 [    INFO] simple_demo:203 | Dropped Wooden Shield
2025-07-03 20:45:01 [    INFO] simple_demo:635 | Demo ended
2025-07-03 20:45:01 [    INFO] game_sys.hooks:50 | Hooks system initialized
2025-07-03 20:45:01 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
2025-07-03 20:45:01 [    INFO] game_sys.config:118 | Loading configuration files
2025-07-03 20:45:01 [ WARNING] game_sys.config:74 | Config file not found: c:\Users\bkill\Documents\GitHub\Shit\game_sys\config\settings.json
2025-07-03 20:45:01 [    INFO] game_sys.config:127 | Configuration validation successful
2025-07-03 20:45:01 [    INFO] game_sys.config:134 | Configuration loaded with 7 top-level keys
2025-07-03 20:45:01 [    INFO] game_sys.config:55 | ConfigManager initialization complete
2025-07-03 20:45:01 [    INFO] game_sys.magic:19 | Loading combos from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\combos.json
2025-07-03 20:45:01 [    INFO] game_sys.magic:24 | Loaded 1 spell combos
2025-07-03 20:45:01 [    INFO] game_sys.magic:14 | Loaded 2 spells from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\spells.json
2025-07-03 20:45:01 [    INFO] game_sys.items:19 | Loaded 13 items from c:\Users\bkill\Documents\GitHub\Shit\game_sys\items\data\items.json
2025-07-03 20:45:01 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:45:01 [    INFO] game_sys.combat:31 | TurnManager initialized
2025-07-03 20:45:01 [   ERROR] console:1032 | Starting demo application...
2025-07-03 20:45:01 [    INFO] simple_demo:38 | Initializing Simple Game Demo
2025-07-03 20:45:01 [    INFO] simple_demo:55 | Setting up tabbed UI
2025-07-03 20:45:01 [    INFO] simple_demo:207 | Setting up game state
2025-07-03 20:45:01 [    INFO] game_sys.character:14 | Creating character from template: hero
2025-07-03 20:45:01 [    INFO] game_sys.character:62 | Creating actor: Valiant Hero
2025-07-03 20:45:02 [    INFO] game_sys.inventory:17 | Initialized inventory for Valiant Hero with max size 20
2025-07-03 20:45:02 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:45:02 [    INFO] game_sys.combat:39 | Registered actor Valiant Hero with TurnManager
2025-07-03 20:45:02 [    INFO] game_sys.character:21 | Loaded 4 job definitions
2025-07-03 20:45:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:45:02 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:45:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:45:02 [    INFO] game_sys.character:698 | Initialized Player Valiant Hero with commoner job
2025-07-03 20:45:02 [    INFO] game_sys.character:68 | Created player: Valiant Hero
2025-07-03 20:45:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:45:02 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:45:02 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:45:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:45:02 [    INFO] simple_demo:212 | Created player: Valiant Hero
2025-07-03 20:45:02 [    INFO] simple_demo:203 | Welcome, Valiant Hero!
2025-07-03 20:45:02 [    INFO] game_sys.character:14 | Creating character from template: goblin
2025-07-03 20:45:02 [    INFO] game_sys.character:62 | Creating actor: Forest Goblin
2025-07-03 20:45:02 [    INFO] game_sys.inventory:17 | Initialized inventory for Forest Goblin with max size 20
2025-07-03 20:45:02 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:45:02 [    INFO] game_sys.combat:39 | Registered actor Forest Goblin with TurnManager
2025-07-03 20:45:02 [    INFO] game_sys.character:54 | Created enemy: Forest Goblin
2025-07-03 20:45:02 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Forest Goblin
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:45:02 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:45:02 [    INFO] game_sys.character:442 | Forest Goblin equipped weapon wooden_stick.
2025-07-03 20:45:02 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Forest Goblin successfully
2025-07-03 20:45:02 [    INFO] simple_demo:222 | Created enemy: Forest Goblin
2025-07-03 20:45:02 [    INFO] simple_demo:203 | A Forest Goblin appears!
2025-07-03 20:45:02 [    INFO] simple_demo:51 | Demo initialized
2025-07-03 20:45:02 [    INFO] simple_demo:628 | Starting demo
2025-07-03 20:45:08 [    INFO] simple_demo:635 | Demo ended
2025-07-03 20:47:23 [    INFO] game_sys.hooks:50 | Hooks system initialized
2025-07-03 20:47:23 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
2025-07-03 20:47:23 [    INFO] game_sys.config:118 | Loading configuration files
2025-07-03 20:47:23 [ WARNING] game_sys.config:74 | Config file not found: c:\Users\bkill\Documents\GitHub\Shit\game_sys\config\settings.json
2025-07-03 20:47:23 [    INFO] game_sys.config:127 | Configuration validation successful
2025-07-03 20:47:23 [    INFO] game_sys.config:134 | Configuration loaded with 7 top-level keys
2025-07-03 20:47:23 [    INFO] game_sys.config:55 | ConfigManager initialization complete
2025-07-03 20:47:23 [    INFO] game_sys.magic:19 | Loading combos from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\combos.json
2025-07-03 20:47:23 [    INFO] game_sys.magic:24 | Loaded 1 spell combos
2025-07-03 20:47:23 [    INFO] game_sys.magic:14 | Loaded 2 spells from c:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\spells.json
2025-07-03 20:47:23 [    INFO] game_sys.items:19 | Loaded 13 items from c:\Users\bkill\Documents\GitHub\Shit\game_sys\items\data\items.json
2025-07-03 20:47:23 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:47:23 [    INFO] game_sys.combat:31 | TurnManager initialized
2025-07-03 20:47:23 [   ERROR] console:1032 | Starting demo application...
2025-07-03 20:47:23 [    INFO] simple_demo:38 | Initializing Simple Game Demo
2025-07-03 20:47:23 [    INFO] simple_demo:55 | Setting up tabbed UI
2025-07-03 20:47:23 [    INFO] simple_demo:207 | Setting up game state
2025-07-03 20:47:23 [    INFO] game_sys.character:14 | Creating character from template: hero
2025-07-03 20:47:23 [    INFO] game_sys.character:62 | Creating actor: Valiant Hero
2025-07-03 20:47:23 [    INFO] game_sys.inventory:17 | Initialized inventory for Valiant Hero with max size 20
2025-07-03 20:47:23 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:47:23 [    INFO] game_sys.combat:39 | Registered actor Valiant Hero with TurnManager
2025-07-03 20:47:23 [    INFO] game_sys.character:21 | Loaded 4 job definitions
2025-07-03 20:47:23 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:47:23 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:47:23 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:47:23 [    INFO] game_sys.character:698 | Initialized Player Valiant Hero with commoner job
2025-07-03 20:47:23 [    INFO] game_sys.character:68 | Created player: Valiant Hero
2025-07-03 20:47:23 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:47:23 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:47:23 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:47:23 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:47:23 [    INFO] simple_demo:212 | Created player: Valiant Hero
2025-07-03 20:47:23 [    INFO] simple_demo:203 | Welcome, Valiant Hero!
2025-07-03 20:47:23 [    INFO] game_sys.character:14 | Creating character from template: goblin
2025-07-03 20:47:23 [    INFO] game_sys.character:62 | Creating actor: Forest Goblin
2025-07-03 20:47:23 [    INFO] game_sys.inventory:17 | Initialized inventory for Forest Goblin with max size 20
2025-07-03 20:47:23 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:47:23 [    INFO] game_sys.combat:39 | Registered actor Forest Goblin with TurnManager
2025-07-03 20:47:23 [    INFO] game_sys.character:54 | Created enemy: Forest Goblin
2025-07-03 20:47:23 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Forest Goblin
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:47:23 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:47:23 [    INFO] game_sys.character:442 | Forest Goblin equipped weapon wooden_stick.
2025-07-03 20:47:23 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Forest Goblin successfully
2025-07-03 20:47:23 [    INFO] simple_demo:222 | Created enemy: Forest Goblin
2025-07-03 20:47:23 [    INFO] simple_demo:203 | A Forest Goblin appears!
2025-07-03 20:47:23 [    INFO] simple_demo:51 | Demo initialized
2025-07-03 20:47:23 [    INFO] simple_demo:628 | Starting demo
2025-07-03 20:47:35 [    INFO] game_sys.items:53 | Successfully created item 'leather_armor'
2025-07-03 20:47:35 [    INFO] game_sys.inventory:31 | Added Leather Armor to Valiant Hero's inventory
2025-07-03 20:47:35 [    INFO] simple_demo:203 | Created and added Leather Armor to inventory!
2025-07-03 20:47:37 [    INFO] simple_demo:203 | Equipped Leather Armor! (simulated)
2025-07-03 20:48:11 [    INFO] simple_demo:203 | No equipment system available!
2025-07-03 20:49:38 [    INFO] game_sys.hooks:50 | Hooks system initialized
2025-07-03 20:49:38 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
2025-07-03 20:49:38 [    INFO] game_sys.config:118 | Loading configuration files
2025-07-03 20:49:38 [ WARNING] game_sys.config:74 | Config file not found: C:\Users\bkill\Documents\GitHub\Shit\game_sys\config\settings.json
2025-07-03 20:49:38 [    INFO] game_sys.config:127 | Configuration validation successful
2025-07-03 20:49:38 [    INFO] game_sys.config:134 | Configuration loaded with 7 top-level keys
2025-07-03 20:49:38 [    INFO] game_sys.config:55 | ConfigManager initialization complete
2025-07-03 20:49:38 [    INFO] game_sys.magic:19 | Loading combos from C:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\combos.json
2025-07-03 20:49:38 [    INFO] game_sys.magic:24 | Loaded 1 spell combos
2025-07-03 20:49:38 [    INFO] game_sys.magic:14 | Loaded 2 spells from C:\Users\bkill\Documents\GitHub\Shit\game_sys\magic\data\spells.json
2025-07-03 20:49:38 [    INFO] game_sys.items:19 | Loaded 13 items from C:\Users\bkill\Documents\GitHub\Shit\game_sys\items\data\items.json
2025-07-03 20:49:38 [    INFO] game_sys.character:14 | Creating character from template: hero
2025-07-03 20:49:38 [    INFO] game_sys.character:62 | Creating actor: Valiant Hero
2025-07-03 20:49:38 [    INFO] game_sys.inventory:17 | Initialized inventory for Valiant Hero with max size 20
2025-07-03 20:49:38 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:49:38 [    INFO] game_sys.combat:31 | TurnManager initialized
2025-07-03 20:49:38 [    INFO] game_sys.combat:52 | Initializing Combat Engine
2025-07-03 20:49:38 [    INFO] game_sys.combat:39 | Registered actor Valiant Hero with TurnManager
2025-07-03 20:49:38 [    INFO] game_sys.character:21 | Loaded 4 job definitions
2025-07-03 20:49:38 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:49:38 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:49:38 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:49:38 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:49:38 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:49:38 [    INFO] game_sys.character:698 | Initialized Player Valiant Hero with commoner job
2025-07-03 20:49:38 [    INFO] game_sys.character:68 | Created player: Valiant Hero
2025-07-03 20:49:38 [    INFO] game_sys.character:40 | Assigning job 'commoner' to Valiant Hero
2025-07-03 20:49:38 [    INFO] game_sys.items:53 | Successfully created item 'basic_clothes'
2025-07-03 20:49:38 [    INFO] game_sys.items:53 | Successfully created item 'wooden_stick'
2025-07-03 20:49:38 [    INFO] game_sys.character:462 | Valiant Hero unequipped their weapon.
2025-07-03 20:49:38 [    INFO] game_sys.character:442 | Valiant Hero equipped weapon wooden_stick.
2025-07-03 20:49:38 [    INFO] game_sys.character:96 | Job 'commoner' assigned to Valiant Hero successfully
2025-07-03 20:50:12 [    INFO] game_sys.hooks:50 | Hooks system initialized
2025-07-03 20:50:12 [    INFO] game_sys.config:50 | Initializing ConfigManager singleton
